0;0.448
0.00000001;0.448
0.00000002;0.448
0.00000003;0.448
0.00000004;0.448
0.00000005;0.448
0.00000006;0.448
0.00000007;0.448
0.00000008;0.448
0.00000009;0.448
0.0000001;0.448
0.00000011;0.448
0.00000012;0.448
0.00000013;0.448
0.00000014;0.448
0.00000015;0.448
0.00000016;0.448
0.00000017;0.448
0.00000018;0.448
0.00000019;0.448
0.0000002;0.448
0.00000021;0.448
0.00000022;0.448
0.00000023;0.448
0.00000024;0.448
0.00000025;0.448
0.00000026;0.448
0.00000027;0.448
0.00000028;0.448
0.00000029;0.448
0.0000003;0.448
0.00000031;0.448
0.00000032;0.448
0.00000033;0.448
0.00000034;0.448
0.00000035;0.448
0.00000036;0.448
0.00000037;0.448
0.00000038;0.448
0.00000039;0.448
0.0000004;0.448
0.00000041;0.448
0.00000042;0.448
0.00000043;0.448
0.00000044;0.448
0.00000045;0.448
0.00000046;0.44
0.00000047;0.448
0.00000048;0.448
0.00000049;0.44
0.0000005;0.448
0.00000051;0.44
0.00000052;0.448
0.00000053;0.448
0.00000054;0.448
0.00000055;0.44
0.00000056;0.448
0.00000057;0.448
0.00000058;0.448
0.00000059;0.44
0.0000006;0.448
0.00000061;0.448
0.00000062;0.448
0.00000063;0.448
0.00000064;0.448
0.00000065;0.448
0.00000066;0.448
0.00000067;0.44
0.00000068;0.448
0.00000069;0.448
0.0000007;0.448
0.00000071;0.448
0.00000072;0.448
0.00000073;0.44
0.00000074;0.44
0.00000075;0.424
0.00000076;0.432
0.00000077;0.416
0.00000078;0.416
0.00000079;0.392
0.0000008;0.392
0.00000081;0.392
0.00000082;0.376
0.00000083;0.36
0.00000084;0.352
0.00000085;0.336
0.00000086;0.328
0.00000087;0.32
0.00000088;0.304
0.00000089;0.296
0.0000009;0.272
0.00000091;0.264
0.00000092;0.24
0.00000093;0.24
0.00000094;0.232
0.00000095;0.216
0.00000096;0.208
0.00000097;0.2
0.00000098;0.192
0.00000099;0.192
0.000001;0.184
0.00000101;0.184
0.00000102;0.176
0.00000103;0.176
0.00000104;0.176
0.00000105;0.176
0.00000106;0.176
0.00000107;0.176
0.00000108;0.176
0.00000109;0.176
0.0000011;0.176
0.00000111;0.176
0.00000112;0.176
0.00000113;0.176
0.00000114;0.176
0.00000115;0.176
0.00000116;0.176
0.00000117;0.176
0.00000118;0.176
0.00000119;0.176
0.0000012;0.176
0.00000121;0.176
0.00000122;0.176
0.00000123;0.176
0.00000124;0.176
0.00000125;0.176
0.00000126;0.176
0.00000127;0.176
0.00000128;0.176
0.00000129;0.176
0.0000013;0.176
0.00000131;0.176
0.00000132;0.176
0.00000133;0.176
0.00000134;0.176
0.00000135;0.176
0.00000136;0.176
0.00000137;0.176
0.00000138;0.176
0.00000139;0.176
